user,item
220,25
484,46
893,212
302,239
815,531
904,816
543,597
457,868
197,440
326,317
330,156
695,706
760,223
858,270
64,707
1237,842
687,166
111,346
13,2
1418,811
860,107
196,167
406,351
313,31
668,750
154,538
407,44
157,579
1273,251
1370,686
1211,204
411,44
319,258
992,358
500,96
662,454
309,549
1019,354
958,120
164,869
650,71
368,563
448,237
410,731
682,156
1225,874
18,14
1421,591
292,30
1003,503
475,515
84,199
501,721
46,351
267,48
1269,597
1111,258
9,692
252,26
819,366
576,167
512,142
406,820
568,234
52,257
227,94
907,112
1138,607
532,294
956,684
173,378
1045,621
353,44
618,66
718,732
21,3
209,66
182,20
221,40
586,169
1252,715
1247,233
1305,279
1383,424
429,44
910,215
99,581
978,155
188,142
487,46
795,503
318,721
671,811
246,861
1186,735
100,9
950,209
233,120
86,6
1155,593
910,218
614,68
557,681
644,569
1026,145
240,523
1,0
178,697
537,498
1063,191
960,877
336,214
733,841
443,264
186,20
559,61
719,242
1268,777
114,154
726,428
859,506
579,707
1420,763
1063,718
654,299
1143,267
570,730
450,44
327,891
879,898
110,10
950,560
966,795
1424,896
288,785
1210,747
970,126
154,134
459,224
408,44
1216,669
814,203
1263,330
44,456
148,500
342,71
467,521
59,256
699,74
136,747
1049,233
1245,258
1106,466
1068,795
124,551
96,405
927,116
937,253
980,869
545,558
1293,899
423,61
1220,210
1030,148
240,252
372,69
467,638
952,453
947,119
347,300
977,533
1129,294
665,72
316,198
973,266
52,456
674,213
909,216
279,130
1223,851
654,81
1092,198
385,228
38,5
52,546
441,820
1331,747
960,230
927,680
895,706
722,811
512,168
869,390
698,419
114,368
860,718
501,51
1361,367
418,639
573,167
1347,521
642,342
693,706
510,192
961,701
694,74
18,645
562,94
384,811
96,597
228,25
18,394
119,168
441,44
399,101
1257,420
890,428
176,73
1189,339
1394,776
1057,155
741,85
697,419
241,26
1351,755
1072,168
414,285
590,261
1103,811
102,191
1032,808
320,403
1194,197
282,44
1190,785
988,367
144,173
808,261
939,309
1156,181
302,31
584,582
760,120
818,156
483,224
1118,168
1049,624
78,311
820,94
99,279
54,508
913,115
119,826
993,156
615,168
261,27
10,410
1268,393
451,285
312,208
480,706
1032,417
1240,285
105,423
834,295
102,72
347,620
604,71
1013,815
822,387
1428,868
1172,645
934,116
147,94
817,95
38,143
1098,352
125,66
427,620
1320,376
646,686
728,706
56,825
1088,173
1400,661
127,140
855,192
534,55
853,612
905,706
626,129
529,275
302,527
28,70
1102,165
586,62
1241,619
855,96
538,250
1025,428
1059,680
1009,458
684,686
150,133
70,706
1006,644
575,61
800,368
325,803
509,646
806,699
235,332
15,183
317,784
399,762
403,736
611,680
655,320
37,12
547,536
339,154
1422,802
754,90
844,154
509,264
976,325
235,234
869,706
510,769
456,598
102,318
973,126
610,243
222,25
1310,714
1047,154
1005,858
585,269
15,315
424,44
1237,224
1403,763
359,721
1368,893
424,653
175,68
34,801
10,559
974,665
1166,706
592,603
18,308
56,207
123,11
93,692
598,184
745,604
1150,224
115,665
160,425
473,46
340,890
879,103
543,332
366,209
1128,168
561,394
921,226
72,569
873,106
55,107
174,801
588,304
1282,664
1380,759
815,324
328,32
1044,883
692,603
1408,482
844,730
31,368
1076,851
835,706
454,698
446,872
323,285
1333,843
1129,555
490,419
1250,881
1082,603
1099,168
353,450
476,123
911,794
1190,866
279,29
722,710
580,94
1262,843
478,692
1113,257
264,28
284,778
302,208
189,587
977,291
634,167
815,563
1023,592
136,302
14,248
1211,707
221,303
1360,816
1413,785
1398,508
851,116
59,6
557,94
186,465
376,401
941,167
605,156
371,107
672,657
97,13
380,41
497,504
189,663
992,602
858,125
1181,765
164,668
1186,799
928,644
104,512
4,373
1175,189
216,574
718,298
832,94
1358,707
51,826
51,865
826,801
1066,276
1138,707
428,295
688,786
302,366
761,198
853,95
367,486
1223,211
1369,796
1086,256
338,833
345,785
573,208
540,206
643,740
1388,505
1397,758
1335,306
428,47
449,856
983,156
282,29
1281,698
804,116
1114,604
110,469
502,608
834,706
30,432
943,811
71,6
708,888
1051,737
1251,811
254,154
1150,178
232,94
48,479
627,631
817,94
505,713
497,799
8,181
518,179
920,220
584,193
730,370
1024,303
213,855
899,156
17,186
327,95
1265,785
529,857
1354,600
8,94
573,61
674,112
795,836
1010,341
1044,859
194,371
647,252
284,497
745,578
512,746
97,300
280,94
699,781
758,237
992,258
990,304
687,158
396,768
1316,323
1123,506
414,70
522,62
807,387
1236,556
77,707
635,452
1356,339
138,178
840,406
839,839
448,792
663,210
654,258
1203,676
1271,613
1199,568
318,226
1161,227
1322,613
540,723
1366,488
472,62
587,239
439,659
53,6
757,237
572,519
639,104
1273,375
1334,698
663,228
1041,495
1369,380
781,785
1044,469
1292,879
1149,394
1298,560
852,434
555,61
1058,155
778,837
154,623
295,718
219,337
606,190
674,156
1092,763
648,71
912,699
649,174
993,785
102,125
728,323
308,566
192,405
1300,725
196,258
573,304
513,51
738,234
609,381
658,71
18,836
1176,189
182,362
1004,883
1408,519
847,490
51,251
366,418
319,148
381,92
475,384
95,867
798,574
1163,252
207,540
72,733
15,897
933,701
732,730
470,692
229,116
418,44
68,754
140,692
294,303
666,535
277,243
512,708
801,603
945,189
617,388
733,543
279,351
72,285
366,132
1040,831
233,198
76,208
693,116
1250,233
558,240
428,843
755,129
1295,268
1019,232
946,610
563,854
347,397
715,496
338,757
817,814
120,11
1396,488
1085,278
193,327
687,605
1195,246
532,62
1203,678
565,72
344,677
933,170
18,728
286,29
581,61
7,507
84,466
56,156
112,61
877,579
56,185
91,7
962,304
8,263
1202,198
319,167
951,826
463,224
346,683
584,521
816,808
264,624
1094,497
507,133
510,347
978,184
1094,163
35,423
812,167
647,71
734,84
1086,159
349,35
636,68
1096,743
273,428
949,468
1277,464
419,662
1128,443
109,706
468,92
1019,465
470,708
190,147
818,285
957,258
674,150
842,285
119,94
626,157
215,189
1160,785
471,157
1081,351
138,402
1130,492
102,550
822,679
1017,585
690,156
710,76
51,46
1320,304
101,655
74,6
363,650
1099,198
181,369
192,815
1025,529
58,779
1405,695
1128,431
80,487
801,233
102,428
93,178
539,706
741,183
998,413
611,245
1203,728
1016,140
197,21
102,116
193,692
321,799
632,241
10,149
789,198
1077,813
4,94
708,722
930,116
980,416
278,155
345,896
1089,160
1090,497
212,24
1354,823
888,779
1156,261
240,153
1420,589
756,304
972,141
618,130
329,515
225,820
726,519
552,303
29,21
53,763
133,800
1058,537
456,829
319,62
1337,309
143,443
1152,178
111,10
650,761
189,489
1163,706
1382,742
547,644
5,1
83,419
760,782
793,313
709,76
907,180
449,713
133,801
873,261
1263,244
19,589
1149,574
695,452
660,116
962,121
1163,820
225,270
1214,852
969,125
1016,427
1182,192
107,173
774,569
445,578
63,690
151,303
729,523
538,802
194,21
512,706
662,653
664,507
800,252
1407,519
1208,349
119,11
396,659
1385,515
231,94
951,148
856,836
1394,831
461,465
930,706
1027,212
1040,812
503,578
363,815
705,662
432,229
876,706
456,830
1252,478
726,543
967,196
53,68
571,116
1356,398
849,399
943,348
579,574
304,31
1069,156
945,706
525,748
54,6
189,47
127,26
18,471
804,94
717,324
218,258
208,296
958,198
990,541
1376,411
66,828
762,584
1371,615
1155,181
1121,168
6,44
320,524
1334,589
359,564
141,279
150,852
449,446
1425,822
1148,692
1346,654
290,574
300,50
598,301
504,49
166,226
1010,136
815,718
27,779
1196,664
1272,497
431,503
126,515
518,628
845,680
246,60
911,517
1014,139
867,271
1318,518
428,310
1315,443
304,690
1013,298
962,490
885,251
791,198
1013,428
581,239
847,519
94,11
650,595
195,376
1081,156
630,669
220,219
843,373
381,350
302,398
276,660
182,306
751,94
1401,591
1314,584
104,696
2,515
1416,813
983,899
1019,578
1070,337
718,352
1205,590
625,94
116,233
350,197
392,356
144,547
981,374
1176,686
850,730
992,712
716,77
153,318
556,61
1093,762
38,22
515,615
746,234
543,384
108,339
1184,443
1321,690
528,54
980,856
1053,154
961,492
552,555
609,615
712,300
678,368
28,836
234,604
982,609
69,103
278,492
676,150
343,706
18,35
323,32
358,833
981,836
812,116
1331,843
20,365
966,834
5,588
1306,279
471,298
1210,640
1177,711
711,157
118,74
271,398
1357,637
401,635
400,770
279,198
9,1
444,130
1363,368
208,23
392,594
773,461
748,227
1043,668
237,115
632,68
1188,195
279,686
19,505
1392,419
43,624
1154,602
1167,497
875,266
1116,371
1035,384
59,44
1058,644
56,192
615,259
778,574
731,800
787,330
41,50
517,654
1417,727
457,393
298,94
564,603
220,871
972,742
829,188
267,227
1169,699
997,820
383,251
1357,832
663,455
603,233
366,94
1066,509
1024,809
681,419
1324,300
438,378
45,132
398,519
501,883
410,156
125,11
1105,388
413,69
339,62
138,655
428,108
776,92
394,43
1372,545
1179,211
866,820
580,779
121,740
1018,556
1423,795
672,258
155,845
718,373
744,360
717,306
956,885
622,762
486,301
502,418
1205,200
1229,553
227,130
781,241
30,637
920,215
1285,801
828,94
1232,311
1423,645
1232,746
322,746
917,838
714,820
59,440
37,507
899,109
1134,805
820,186
57,886
1379,519
765,92
283,417
860,109
16,597
1109,178
535,71
1396,615
1131,569
419,372
1218,574
339,696
392,314
1299,763
502,419
54,625
1401,801
785,358
645,546
733,418
1329,404
893,683
26,156
708,76
755,90
51,257
1138,660
241,447
1172,610
758,331
174,618
1373,385
570,707
711,896
347,381
299,195
338,54
283,174
166,318
750,299
184,703
433,869
333,33
1046,608
902,879
274,332
287,94
809,841
118,757
1133,483
174,384
30,199
329,455
863,265
1194,235
25,629
1153,574
591,156
913,396
473,393
914,115
1174,290
18,84
1190,195
1098,206
1141,174
467,492
1256,762
1393,606
535,56
612,656
1075,650
345,35
909,834
1385,465
134,662
587,62
458,226
947,285
1172,759
771,707
348,35
654,571
1421,768
950,156
1392,765
1135,233
604,463
1088,294
338,319
1422,669
711,76
206,279
853,439
690,694
1028,425
866,463
759,192
1381,391
1068,285
1327,840
961,168
30,577
220,120
590,63
71,519
836,779
1251,479
653,724
30,198
770,347
35,815
1412,788
1137,174
1319,580
660,634
380,198
1377,563
243,479
154,327
1221,637
741,539
1135,174
278,556
125,156
482,405
439,864
54,192
1128,616
897,243
946,118
921,304
18,216
225,706
202,591
447,44
1410,830
807,289
455,229
70,635
1285,258
433,44
1040,411
958,679
402,43
720,78
939,117
40,787
10,143
170,858
118,88
11,198
1396,487
519,707
1410,763
1426,874
1291,405
57,62
651,707
930,361
1328,867
488,46
714,329
1353,574
99,692
1012,600
1052,587
1106,296
322,594
37,785
593,65
543,375
867,419
1224,408
4,0
1219,210
887,458
30,215
810,174
684,277
1360,364
1267,646
433,535
242,519
746,88
350,44
1003,266
878,297
440,63
387,483
599,802
1401,556
1097,493
868,785
1303,332
342,706
341,562
254,167
702,365
476,693
699,203
966,453
366,588
320,748
136,130
276,492
419,44
569,197
877,469
314,448
815,611
644,627
1023,652
659,704
260,61
118,98
142,14
738,679
33,208
843,119
773,285
1052,641
1283,278
0,192
676,138
250,428
83,44
482,567
11,476
8,130
814,707
932,233
440,227
8,898
1409,504
1214,207
661,72
154,18
139,800
456,394
516,52
1183,869
468,46
248,26
1048,234
784,877
302,76
1255,236
462,77
586,159
1175,808
615,626
935,706
634,663
742,351
419,663
642,773
530,693
1357,449
8,785
189,594
1228,376
51,21
976,230
46,481
278,753
780,234
119,120
512,578
482,74
717,236
1244,699
930,785
875,898
1359,359
959,332
779,92
109,495
511,835
0,285
904,378
936,811
528,332
201,585
89,458
594,707
651,71
232,198
48,325
396,384
562,205
236,158
95,7
1033,883
114,178
1410,715
1327,303
959,827
460,440
107,116
113,854
1164,510
940,519
252,332
175,88
1098,164
1277,852
916,218
793,635
930,606
373,213
189,340
589,428
887,154
761,788
1031,759
1167,875
214,24
643,288
475,439
865,556
220,706
1142,706
983,130
548,359
408,168
1052,565
1296,465
585,145
5,207
443,745
997,130
377,121
223,199
1200,707
1037,148
1117,819
411,547
690,602
399,197
500,48
618,868
1024,174
1041,308
949,801
1072,758
1119,519
1022,143
1218,603
176,19
529,676
292,201
788,695
662,167
815,320
402,766
1329,303
178,19
829,243
353,381
93,439
693,861
366,468
955,120
1143,405
394,412
445,544
1342,882
278,476
807,706
258,64
612,359
515,52
619,258
933,116
847,619
411,651
1271,251
292,94
795,553
544,132
868,410
681,264
583,226
452,105
1127,693
675,150
51,49
974,262
539,322
171,439
673,445
1168,762
1186,648
1285,811
843,477
872,574
234,94
967,634
449,447
1326,835
366,117
512,428
1108,896
899,255
1171,188
708,843
965,483
921,216
688,859
1378,563
706,76
953,350
1238,224
865,118
584,578
1188,524
543,654
459,125
1249,495
875,398
1082,753
444,635
125,195
607,64
57,683
237,104
715,594
1348,668
1076,491
1004,400
181,20
1230,331
1023,584
54,779
1402,581
392,43
1349,633
689,74
387,274
902,706
1,392
1260,840
1089,706
1180,192
395,771
118,172
596,612
159,213
1421,708
102,519
1137,213
343,508
198,249
326,480
329,33
627,569
1040,452
527,413
620,832
102,188
740,153
1087,430
1008,178
144,695
63,6
308,155
1276,415
1126,611
274,746
1290,729
667,520
1087,374
65,376
1144,795
610,65
1123,724
334,687
337,578
1095,686
1406,532
781,685
685,74
1091,811
649,659
84,72
1288,893
929,310
147,14
102,458
1397,578
966,833
891,693
1299,275
688,74
671,211
53,651
1308,280
920,115
1014,888
205,216
456,706
557,61
140,831
1230,602
360,434
114,515
214,817
1191,594
1159,182
166,647
571,713
20,757
715,425
1089,761
104,279
954,249
532,108
800,94
527,670
680,138
814,351
408,208
120,192
159,18
1372,869
1076,785
64,192
1052,154
919,682
280,178
1340,795
1328,743
1237,525
366,233
1332,340
429,91
930,530
695,391
684,419
1041,169
160,585
45,61
768,119
1071,707
1360,445
369,323
375,40
1345,517
70,463
198,405
679,425
606,64
443,618
